Date,Country,City,Killed,Injured,Description
2017-02-28,Iraq,Shuhada,1,4.0,"Jihadis bomb a soccer field, killing one of the onlookers."
2017-03-01,Nigeria,Mbahimin,3,0.0,Fulani terrorists butcher and pull the eyes out of three Christians.
2017-03-01,Iraq,Baghdad,2,6.0,Two marketplace bombings produce two dead civilians.
2017-03-01,Nigeria,Lagos,4,0.0,Muslim radicals are suspected in the murder of a woman and three children at a church.
2017-03-01,Afghanistan,Kabul,22,120.0,Two suicide attacks leave twenty-two Afghans in pieces.
2017-03-01,Saudi Arabia,Riyadh,2,0.0,Police beat two cross-dressers to death with sticks.
2017-03-02,Somalia,Mahaday,3,2.0,Three security personnel on patrol are killed by al-Shabaab bombers.
2017-03-02,Thailand,Rueso,4,2.0,Two women and an 8-year-old are among four Buddhists killed when Muslim 'insurgents' fire into a family vehicle.
2017-03-02,Syria,Damascus,1,0.0,A refugee is forced to his knees and shot in front of a crowd by the Islamic State.
2017-03-02,Iraq,Anbar,2,0.0,Two civilians are shot to death by ISIS.
2017-03-03,Afghanistan,Achin,2,0.0,Two men are beheaded by the Islamic State.
2017-03-03,Thailand,Muang,1,0.0,A local man is shot to death in front of his house by suspected Muslim 'insurgents.'
2017-03-03,Nigeria,Maiduguri,2,0.0,"Two girls, used by a suicide bomber for cover, are blown apart in the blast."
2017-03-03,India,Muran,1,6.0,A civilian is killed when Islamic extremists toss a grenade into the street.
2017-03-03,Pakistan,Talib Chandio,1,0.0,A 21-year-old mother is honor killed over suspected 'illicit relations'.
2017-03-03,Burkina Faso,Kourfayl,2,0.0,Two people are killed when Ansar Islam members fire into a school for not teaching the Quran.
2017-03-04,Iraq,Baghdad,6,0.0,"Fundamentalists gun down six at a brothel, including four women."
2017-03-04,Syria,Safsafia,3,2.0,Three children are disassembled by a Jabhat al-Nusra rocket.
2017-03-04,Pakistan,Shabqadar,1,0.0,Sharia activists assassinate a secular lawyer.
2017-03-04,Afghanistan,Faryab,1,1.0,One local cop is killed by Taliban bombers.
2017-03-05,Iraq,Mosul,43,0.0,Forty-three people are executed for violating rules in the Islamic State.
2017-03-05,Pakistan,Kohat,2,0.0,Two men are honor killed by their respective in-laws for 'bringing shame' to the family.
2017-03-05,Niger,Wanzarbe,4,0.0,Jihadists murder four police officer.
2017-03-05,Yemen,Sinjibar,6,0.0,"al-Qaeda members open fire along a city street, taking down six people."
2017-03-05,Mali,Boulekessi,11,5.0,Jihadists ambush a local security convoy and massacre fifteen soldiers.
2017-03-05,Afghanistan,Kunduz,6,0.0,Six Afghan security personnel are machine-gunned by Sunni hardliners.
2017-03-05,Pakistan,Mohmand,5,0.0,"Tehreek-e-Taliban members attack several checkpoints, killing five security members."
2017-03-05,Iraq,Daquq,20,0.0,The bodies of twenty Kurdish victims of the Islamic State are found in a mass grave.
2017-03-05,Syria,Aleppo,15,32.0,At least fifteen people are killed by two suicide bombers.
2017-03-06,Iraq,Yarmouk,50,0.0,A mass grave containing fifty victims of ISIS execution is discovered.
2017-03-06,India,Roorkee,1,0.0,A 23-year-old woman is strangled by her own mother and sisters on suspicion of sexual activity.
2017-03-06,Afghanistan,Achin,4,5.0,Islamic supremacists massacre four local cops.
2017-03-06,Iraq,Kirkuk,8,0.0,Eight civilians are executed for helping families flee the caliphate.
2017-03-06,Iraq,Mosul,4,29.0,Four civilians choke to death during an ISIS gas attack.
2017-03-07,Saudi Arabia,Qatif,1,0.0,A security officer is killed by sectarian extremists.
2017-03-07,India,Madhya Pradesh,0,10.0,ISIS members set off a bomb at a train station.
2017-03-07,Afghanistan,Kabul,1,0.0,A magnetic bomb placed on a civilian car kills one.
2017-03-07,Syria,Deir Ezzor,14,0.0,At least fourteen Syrians are killed during an ISIS attack on a cemetery.
2017-03-08,Kenya,Lamu,1,5.0,Islamists kill a Kenyan border guard with an IED.
2017-03-08,Afghanistan,Kabul,50,63.0,"Following a suicide blast, fifty people at a hospital are massacred by Islamic gunmen disguised as doctors."
2017-03-08,Egypt,al-Arish,2,4.0,A fundamentalist bomb blast at a checkpoint claims the life of two policemen.
2017-03-08,Pakistan,Baba Kot,1,0.0,A Hindu woman is hacked to death with an axe.
2017-03-08,Iraq,Hajjaj,30,26.0,Dozens of people at a wedding party are shredded by two suicide bombers.
2017-03-09,Thailand,Muang,1,0.0,A man on a motorcycle is ambushed and killed by Muslim terrorists.
2017-03-09,Iraq,Tajiyat,1,3.0,A civilian is disassembled by Jihadi bombers.
2017-03-10,Iraq,Wadi Hajar,18,43.0,"ISIS unleashes a vicious rocket bombardment on a residential neighborhood, taking out over eighteen civilians."
2017-03-11,Afghanistan,Nawshar,8,0.0,"A religious extremist poisons, then shoots eight local cops."
2017-03-11,Nigeria,Mkgovur,10,3.0,"Fulani terrorists raid a village, hacking and shooting innocent people."
2017-03-11,Syria,Damascus,74,120.0,A suicide bombing is one of two blasts targeting and killing over seventy Shiites.
2017-03-12,Syria,Daraa,1,3.0,Jabhat al-Nusra members murder a civilian.
2017-03-12,Tunisia,Kebili,1,3.0,"An imam is among four radicals who ambush a police car, killing one member."
2017-03-13,Mali,Fafa,4,2.0,"A Jihadist attack leaves four dead, including civilians."
2017-03-13,India,Pulwama,1,0.0,A villager is abducted and killed by Islamic extremists.
2017-03-13,Afghanistan,Kabul,1,19.0,A woman loses her life when Taliban bombers target a bus carrying telecom workers.
2017-03-13,Somalia,Mogadishu,13,14.0,"A Shahid suicide bomber detonates in front of a hotel, claiming thirteen innocents."
2017-03-13,Somalia,Mogadishu,1,2.0,One other person is left dead after a suicide bomb blast.
2017-03-13,Bangladesh,Dinajpur,2,0.0,A Sufi leader and his teen daughter are hacked to death by Sunni fundamentalists.
2017-03-13,Iraq,Mosul,8,5.0,Children are among the casualties of an ISIS bomb blast.
2017-03-13,Thailand,Raman,1,0.0,Two Muslim terrorists walk into a grocery and shoot the 47-year-old owner to death.
2017-03-14,Iraq,Hawija,9,0.0,Children are among nine Iraqis burned alive for trying to flee the caliphate.
2017-03-14,Syria,Homs,1,2.0,"Terrorists bomb a bus, killing one passenger."
2017-03-14,Afghanistan,Kamarkulagh,1,0.0,An imam is gunned down in his mosque by Religion of Peace rivals.
2017-03-15,Syria,Damascus,31,102.0,Thirty-one innocents at a courthouse are reduced to bloody pulp by a Fedayeen suicide bomber.
2017-03-15,Nigeria,Maiduguri,2,16.0,Four female suicide bombers kill two people in a residential area.
2017-03-15,Iraq,Mosul,4,0.0,A suicide bomber in a bulldozer plows through a barricade and takes out four.
2017-03-15,Iraq,Wadi Hajar,17,0.0,Seventeen civilians are kidnapped and executed by the Islamic State.
2017-03-15,India,Hyhama,1,1.0,A minor girl is killed when Lashkar-e-Toiba members open fire on a security patrol.
2017-03-15,Iraq,Tikrit,11,41.0,Religion of Peace advocates set off a car bomb along a street packed with medical clinics.
2017-03-15,Nigeria,Borno,3,0.0,Boko Haram members recite from the Quran as they slit the throats of three hostages.
2017-03-15,Syria,Rabweh,8,28.0,Eight people at a restaurant are taken out in mid-bite by a Shahid suicide bomber.
2017-03-15,Syria,Hamadaniyeh,1,3.0,A woman and three children are among the casualties of a Sunni rocket attack.
2017-03-16,Iraq,Yarmouk,14,13.0,ISIS member send rockets into a residential neighborhood reclaimed by security forces.
2017-03-16,Bangladesh,Sitakunda,1,0.0,A young child is blown to bits by a female suicide bomber.
2017-03-16,Nigeria,Magumeri,1,0.0,A local cop is killed when Boko Haram attack a small town.
2017-03-16,Thailand,Pattani,1,1.0,"Muslim terrorists fire on a pair of elderly siblings, killing the brother and injuring his sister."
2017-03-16,Sudan,Abbasiya,2,0.0,Two children die from injuries after an attack by a group allied with the National Islamic Front.
2017-03-16,India,Coimbatore,1,0.0,An atheist is hacked to death by an angry Muslim over Facebook posts attacking religion.
2017-03-16,Iraq,Riyadh,9,0.0,Nine civilians are executed for trying to flee the caliphate.
2017-03-16,Nigeria,Ayati,5,0.0,A pregnant woman is among five civilians gunned down in cold blood by Fulani terrorists.
2017-03-16,Syria,Deir ez-Zor,1,8.0,"Terrorists pound an apartment building with rockets, killing a woman."
2017-03-17,Afghanistan,Srkh Rod,1,0.0,A suicide bomber kills his own brother.
2017-03-17,Yemen,Marib,34,0.0,"Shiite rebels fire two rockets into a Sunni mosque, killing thirty-four during Friday prayers."
2017-03-17,Pakistan,Landikotal,2,4.0,"A group advocating Sharia fires on border guards, killing two."
2017-03-17,Afghanistan,Khost,1,3.0,One person is laid out by a Fedayeen suicide car bomber.
2017-03-17,France,Paris,2,0.0,A father and son's throats are slit by a family member yelling 'Allah Akbar'.
2017-03-17,Pakistan,Charsadda,1,2.0,Two Shahid suicide bombers manage to kill only one other person.
2017-03-18,Cameroon,Soueram,2,0.0,A Boko Haram attack leaves two dead.
2017-03-18,Iraq,Mosul,24,0.0,"A mass grave is discovered containing the remains of two dozen Islamic State victims, including children."
2017-03-18,Nigeria,Maiduguri,4,8.0,A mother and her two children are among four wiped out by three Religion of Peace suicide bombers.
2017-03-18,Iraq,Dainiya,2,3.0,Terrorists claim two lives with an IED.
2017-03-18,France,Paris,0,1.0,A man 'here to die for Allah' is gunned down by airport security as he tries to snatch a weapon.
2017-03-19,Nigeria,Oshugu,2,0.0,Muslims attack a church and kill two worshippers.
2017-03-19,Afghanistan,Tiran Kot,3,4.0,Three local security personnel are brutally machine-gunned by Taliban fundamentalists.
2017-03-20,Nigeria,Zaki Biam,20,0.0,Suspected Fulani terrorists massacre at least twenty villagers.
2017-03-20,Pakistan,Sheikhupura,1,0.0,A young Christian is shot to death by Muslim extremists after refusing to work on Sunday.
2017-03-20,Iraq,Baghdad,2,5.0,"Two bombs, one at a market, produce two dead Iraqis."
2017-03-20,Iraq,Baghdad,23,45.0,Two dozen innocents are blown to bits by an ISIS car bomb attack in a Shiite neighborhood.
2017-03-21,Italy,Foggia,0,1.0,"A Muslim 'migrant' attempts to rams his car into police, then attacks officers with a knife."
2017-03-21,Afghanistan,Greshk,14,6.0,"A suicide bomber rams a checkpoint, taking fourteen lives."
2017-03-21,Egypt,Sinai,3,2.0,Three civilians are imploded in their own car by an Islamist bomb blast.
2017-03-21,Somalia,Mogadishu,10,15.0,At least ten innocents are claimed by a Fedayeen suicide car bomber.
2017-03-21,Iraq,Hamrin,5,4.0,A bomb targeting families fleeing the caliphate picks off five members.
2017-03-21,India,Muzaffarnagar,1,0.0,A conservative Muslims slits his 15-year-old daughter's throat after catching her with a boy.
2017-03-22,Nigeria,Muna,13,20.0,"Four suicide bombers attack a refugee camp, killing thirteen people."
2017-03-22,Iraq,Mosul,13,35.0,Thirteen residents are crushed beneath a barrage of ISIS mortars.
2017-03-22,Syria,Tasil,1,0.0,A man is tied up and shot to death for 'cursing Allah'.
2017-03-22,Afghanistan,Spinzar,9,0.0,Nine local cops are assassinated by Taliban gunmen.
2017-03-22,England,London,5,29.0,"A Muslim man mows down pedestrians on a bridge, killing a teacher, tourist and an elderly man, before stabbing a police officer to death. A fifth victim succumbs weeks later."
2017-03-23,Egypt,Sinai,10,7.0,Islamic roadside blasts take out ten security personnel.
2017-03-23,Iraq,Wadi Akab,3,0.0,Three women are burned alive by the Islamic State for refusing to executed fellow civilians.
2017-03-23,Somalia,Barawe,17,22.0,al-Shabaab claims an attack that left seventeen others dead.
2017-03-23,Yemen,Abyan,1,3.0,A boy is killed when al-Qaeda target a family vehicle with an RPG.
2017-03-24,Iraq,Yarmouk,20,0.0,Nine women are among twenty civilians executed for trying to flee the caliphate.
2017-03-24,Chechnya,Naurskaya,6,3.0,"Islamic State militants stage a suicide attack on a Russian base, killing six defenders."
2017-03-24,Iraq,Mosul,12,6.0,"The Islamic State fires shells into a neighborhood, killing a dozen residents."
2017-03-24,Somalia,Mogadishu,5,10.0,An Islamist car bomb outside a hotel leaves one dead.
2017-03-25,Mali,Almoustarat,3,4.0,Suspected Muslim radicals machine-gun three people.
2017-03-25,Egypt,al-Arish,3,6.0,Three security personnel lose their lives to an Islamic State roadside bomb.
2017-03-25,Egypt,al-Arish,1,0.0,An Islamic sniper picks off a policeman at a checkpoint.
2017-03-25,Bangladesh,Sylhet,6,50.0,A half-dozen people at an apartment building are laid out by Jamayetul Mujahideen bombers.
2017-03-25,Mali,Ouélessbougou,3,0.0,At least three others are killed by Jihadis in two attacks targeting transport buses.
2017-03-25,Iraq,Mosul,4,6.0,Four civilians are taken out by a Mujahideen car bomb.
2017-03-26,Nigeria,Mkomon,1,0.0,Muslim militants shoot a Christian in the head as he is on a swimming trip.
2017-03-26,Iraq,Mosul,16,43.0,Two children are among sixteen civilians exterminated by ISIS shrapnel at a marketplace.
2017-03-26,Iraq,Sham,30,0.0,Women and children are among thirty civilians executed for trying to flee the caliphate.
2017-03-26,Afghanistan,Darzab,3,0.0,Three 'ordinary civilians' are executed by the Islamic State.
2017-03-27,Iraq,Mosul,1,0.0,A gay man is stoned to death for 'violating the limits of Allah and Islam.'
2017-03-27,Iraq,Okaidat,1,0.0,An imam is assassinated by Religion of Peace rivals.
2017-03-27,Nigeria,Emuhu,3,6.0,Three villagers lose their lives to a brutal raid by Fulani terrorists.
2017-03-27,Iraq,Baqubah,3,0.0,Three tribesmen are kidnapped and murdered by the Islamic State.
2017-03-27,Thailand,Rangae,1,5.0,"Militant Muslims open indiscriminate fire on a police parade, killing one member."
2017-03-27,Yemen,Huta,10,4.0,An Ansar al-Sharia suicide bomber sends ten other souls to Allah.
2017-03-28,Afghanistan,Khakrez,4,5.0,Sunni fundamentalists attack local security personnel in the middle of the night and kill four.
2017-03-28,Egypt,Sinai,2,0.0,Islamic militants behead two Sufis for witchcraft.
2017-03-29,Thailand,Yala,1,0.0,An off-duty security member is riddled with bullets by Muslim terrorists.
2017-03-29,Mali,Boulikessi,3,0.0,"The ""Group to Support Islam and Muslims"" machine-gun two officers and a civilian at a checkpoint."
2017-03-29,Iraq,Jazair,3,5.0,Three children are pulled into pieces by ISIS shrapnel.
2017-03-29,Iraq,Mosul,7,11.0,"An ISIS mortar attack on a neighborhood, leaves seven dead residents."
2017-03-29,Bangladesh,Nasirpur,4,0.0,Four children are killed by Neo-Jama'atul Mujahideen suicide bombers.
2017-03-29,Iraq,Mosul,7,4.0,Bombers pick off women and children trying to flee the caliphate.
2017-03-29,Iraq,Baghdad,17,60.0,"A Shahid suicide truck bomber detonates in the middle of a crowded street, claiming at least seventeen lives."
2017-03-30,Nigeria,Wumyeduga,12,23.0,A dozen villagers are left dead following a Boko Haram raid.
2017-03-30,Nigeria,Damboa,5,5.0,"A female suicide bomber blows herself up at a funeral, taking five others with her."
2017-03-30,Nigeria,Kubuwa,3,3.0,Three people are killed when Boko Haram ambush a food truck.
2017-03-30,Iraq,Zanjili,23,0.0,Twenty-three people are executed for refusing to abandon their homes to caliphate members.
2017-03-30,Nigeria,Dumba,1,0.0,Islamists kill a herdsman for refusing to pay protection money.
2017-03-30,Syria,Raqqa,1,0.0,A baby is slaughtered by the Islamic State after its father tries to flee the caliphate.
2017-03-30,Pakistan,Nankana,1,0.0,A prominent Ahmadi Muslim is gunned down outside his home by Lashkar-e-Jhangvi.
2017-03-30,Thailand,Narathiwat,1,3.0,"Muslim 'separatists' fire into a police station, killing one officer."
2017-03-30,Iraq,Saadiya,6,0.0,Six Kurds are murdered by an Islamic State member.
2017-03-30,Iraq,Deka Barka,2,0.0,A man and his wife are torn to ribbons by ISIS shrapnel.
2017-03-31,Afghanistan,Takhar,5,0.0,Four children and a parent are disassembled by Sunni shrapnel.
2017-03-31,Pakistan,Parachinar,24,90.0,Over two-dozen lives at a market and rival mosque are snuffed out by a Sunni suicide bomber.
2017-03-31,Iraq,Rutba,1,4.0,A Shahid suicide bomber kills one other person.
2017-03-31,Iraq,Tal Afar,2,0.0,Two people are gunned down by followers of a militant preacher.
2017-03-31,Afghanistan,Khwaja Bahuddin,3,0.0,Two women are among three family members murdered in their home by the Taliban.
2017-04-01,India,Sarai Tehsil,1,0.0,A 14-year-old girl is strangled by her family for unIslamic behavior.
